text,cleaned_text,predicted
"Sebab itu kita ada kurikulum fleksibel… saya percaya dengan kerjasama begitu erat ini, kita akan mendapati isu-isu kebolehpasaran dapat dipertingkatkan sepenuhnya",kurikulum fleksibel percaya erat kebolehpasaran tingkat sepenuh,Negative
"Sebab itu kita perlu kerja lebih gigih bukan saja untuk menang kerusi DAP, tapi pada masa sama turut bantu rakan-rakan Harapan.",gigih menang kerusi dap bantu rak harap,Negative
Tetapi kehidupan kami terjejas oleh kerana pembalakan meluas oleh syarikat-syarikat swasta.,hidup jejas rana bala luas swasta,Negative
Sepatutnya dalam waktu kritikal di mana Pakatan Harapan dan Gagasan Sejahtera bersaing hebat seperti sekarang lebih ramai tokoh baru ditonjolkan di setiap kerusi.,patut kritikal pakat harap gagas sejahtera saing hebat tokoh tonjol kerusi,Negative
Pada tahun 2013 saya bertemu beberapa kali dengan pegawai tertinggi perundangan negara tetapi ia adalah sulit serta persendirian. ,temu undang sulit,Negative
Rakyat Malaysia diminta sentiasa tenang dan mengikuti berita tempatan untuk mengetahui perkembangan terkini,sentiasa tenang berita kembang,Negative
"Pada masa ini, manggis, nanas dan daging itik dieksport ke Jepun. ",manggis nanas daging itik dieksport,Positive
Sepatutnya isu ini tidak timbul lagi kerana penjelasan telah dilakukan dan jelas ia merupakan perbuatan tidak bertanggungjawab oleh pihak tertentu dengan memutarbelitkan kenyataan dan mereka-reka fitnah,patut timbul rana laku rupa bertanggungjawab memutarbelitkan nyata mereka-reka fitnah,Negative
"Kami berpendapat, sebarang persoalan mengaitkan isu politik yang timbul mestilah diselesaikan dengan hujah dan fakta.",kait timbul mesti selesai hujah fakta,Negative
"Tunggu, rakyat akan lahirkan di PRU14, InsyaAllah, dalam sejarah MP dari PH Marang yang pertama",tunggu lahir pru insyaallah sejarah marang,Positive
Idea yang baik kerana dapat memberi kelancaran trafik dan saya percaya ia boleh dipersetujui menerusi rundingan dua hala kedua-dua negara,idea rana lancar trafik percaya tuju terusi runding hala,Positive
"secara makro melihat kepada petunjuk data yang diberikan, ekonomi kita masih berada pada landasannya dan ini juga menjadi kriteria dalam menarik pelabur asing untuk terus melabur di negara ini",makro lihat data landas kriteria tarik labur,Positive
kerajaan bertanggungjawab dan sentiasa mempertahankan dan menggembangkan Islam serta menjaga kebajikan rakyat secara keseluruhan tanpa mengira latar belakang agama dan bangsa.,raja bertanggungjawab sentiasa tahan menggembangkan jaga kebaji ira latar agama bangsa,Positive
"Ramai graduan muda hari ini bekerja dalam bidang tidak sesuai dengan kelulusan, aspirasi dan gaji mereka",graduan muda sesuai kelulus aspirasi gaji,Positive
"Malah, caj ini tidak termasuk dalam resit pembeli dan ia menimbulkan tanda tanya ke mana perginya duit itu",caj masuk resit beli timbul tanda pergi duit,Negative
Siapa di dunia ini yang menjalankan perniagaan dengan memarahi pengguna mereka?,parah,Negative
"Adalah tidak benar dakwaan yang disebarkan secara meluas dalam media sosial, yang turut disertakan dengan foto yang menunjukkan seolah-olah saya terkedu di sisi beliau, bahawa saya kononnya terus terkucil ketakutan sebaik sahaja Tun Dr Mahathir sampai ke majlis wacana itu",dakwa sebar luas sosial foto olah terkedu sisi konon kucil takut mahathir wacana,Negative
"Konsesi ambil untung atas angin, itulah sebabnya salah satu kualiti binaan yang dibina tidak ikut piawaian, apabila ada kecacatan kontraktor kelas F yang dipersalahkan",konsesi ambil angin salah alit bina bina piawai cacat kontraktor kelas salah,Negative
(Felda) akan daftar balik tanah itu kepada nama kita.,felda daftar nama,Positive
"Untuk menjadi seorang pendakwah atau ulama holistik, kita perlu mempunyai kombinasi pelbagai aspek pengetahuan",dakwah ulama holistik kombinasi aspek,Negative
"Sebaik kita dapat konsensus dalam Kabinet, saya berharap kita boleh bawa undang-undang baharu ini ke sesi Parlimen akan datang",konsensus kabinet harap bawa undang,Negative
"Saya konsisten jalankan Ziarah Kasih, kerana ia medium terbaik mendekatkan saya dengan rakyat, memahami keperluan dan masalah mereka.",konsisten ziarah kasih rana medium paham,Positive
Tiada apa yang boleh menidakkan kita kalau kita bersatu.,,Positive
Saya harap semua pengusaha vape ikut peraturan dan undang-undang bagi mengelak tindakan diambil terhadap mereka,harap vape atur undang elak tindak ambil hadap,Negative
Malangnya apabila sampai tadi IGP tak ada kerana katanya beliau terpaksa menghadiri Forum Bandar Sedunia,malang igp rana paksa hadir forum,Negative
Sana sini tidak jadi.,,Positive
" Ambil Rukun Negara, Ambil Perlembagaan Persekutuan dan akta begitu juga jawapannya.",ambil rukun ambil lembaga sekutu akta jawapannya,Positive
"Keadaan sekarang, Alhamdulillah sudah selesai, tidak ada apa-apa. Dalam kampung juga aman, cuma ada yang datang bertanya khabar sahaja. Mungkin semua sibuk tumpu pilihan raya",alhamdulillah selesai kampung aman khabar sibuk tumpu pilih,Negative
Kita ada cara lain untuk memastikan kualiti murid sentiasa dipantau,alit murid sentiasa pantau,Positive
"Bagus, fantastik",bagus fantastik,Positive
Saya percaya pengundi Parlimen Sungai Besar lebih mengenali diri ini.,percaya undi sungai nali,Positive
Ini masih dalam kajian sekarang ini dan kita akan umum dalam masa terdekat.,kaji,Positive
Terdapat kumpulan Penyelidikan dan Pembangunan (R&D) bersama antara China dan Jerman yang membangunkan standard bagi pembuatan kepintaran,kumpul lidi bangun jerman bangun standard pintar,Positive
Kita sudah menjalankan kajian perbandingan dengan negara lain dan (kadar faedah) kita berada di pertengahan,kaji banding,Positive
"Justeru, kita amat teruja menantikan pengumuman itu nanti. ",justeru teruja,Positive
"Anda masih boleh lagi kongsi maklumat serta berita dalam mana-mana media sosial, asalkan maklumat dan berita yang disebarkan itu adalah benar,",kongsi berita sosial berita sebar,Positive
"Namun saya tegaskan kes berkenaan tiada kaitan dengan kerajaan negeri, malah kita tidak pernah masuk campur kerana hak pengurniaan dan penarikan pingat adalah hak keistimewaan baginda sultan",kait raja masuk campur rana hak pengurniaan tari pingat hak istimewa baginda sultan,Positive
"Tegaskan kepada parti bertanding di dalam pilihanraya, mereka hanya mendapat undi sekiranya dapat menunjukkan bagaimana mereka dapat memberikan perkhidmatan terbaik kepada rakyat. ",tanding pilihanraya undi sekira khidmat,Negative
Itu ada jadualnya,jadualnya,Positive
"Persoalannya, kenapa BN ingin memaksa pelajar sekolah untuk hadir ke program politik mereka. ",paksa ajar sekolah hadir,Negative
"Sejak 35 tahun lepas, kami telah membantu negara-negara kurang maju dalam bidang seperti perancangan ekonomi, kewangan dan perdagangan, pertanian, pendidikan, latihan teknikal industri dan diplomasi",bantu maju ancang dagang tani didik latih teknikal diplomasi,Negative
"Jika kalah pun, kita kurangkan majoriti,",kalah majoriti,Negative
pembangkang yang semakin bersifat tempatan menonjolkan lagi politik etnik dan kesetiaan tokoh,bangkang sifat tonjol etnik setia tokoh,Negative
"Bagaimanapun kita sedang menunggu impak dia, dan setelah itu kita lihat sama ada berbaloi atau sesuai sebelum kita melaksanakan sepenuhnya penggunaan buku teks digital, kerana ia melibatkan kos yang sangat tinggi",tunggu impak lihat berbaloi sesuai laksana sepenuh buku teks digital rana libat,Negative
Kita tidak akan berkompromi dengan sikap pegawai seperti itu yang menjejaskan imej JPJ dan kementerian pengangkutan,kompromi sikap jejas imej jpj angkut,Negative
Ini bermakna segala kelengkapan di semua bilik darjah nanti akan mempunyai peralatan pendidikan yang terkini dan moden,makna lengkap bilik darjah alat didik moden,Positive
" Kalau Tan Sri tak benarkan kami membawa keluar, terpaksa akur. ",bawa paksa akur,Negative
Setakat ini masih belum ada sebarang maklumbalas dari Pengerusi PH Selangor,takat maklumbalas selangor,Positive
"Dalam PKR misalnya, kumpulan yang menyokong timbalan presiden PKR merangkap Menteri Besar Selangor Datuk Seri Azmin Ali tak berminat sangat",pkr kumpul sokong timbal pkr rangkap selangor azmin ali,Negative
"Saya bersama Jakim, sama-sama turun ke lapangan untuk mendekati mereka",jakim lapang,Positive
Mereka tidak diletakkan dalam apa-apa operasi taktikal di barisan hadapan,letak taktikal baris hadap,Negative
"Hadi berharap DAP juga akan menyokong dirinya sendiri sebagai calon perdana menteri Pakatan Rakyat, kerana PAS (tidak bersetuju) dengan Anwar",harap dap sokong calon pakat rana pas tuju anwar,Negative
Ia membuktikan mereka sudah memasakkan iltizam untuk berkerja kuat berhadapan mana-mana pihak lawan,bukti masak iltizam kuat hadap lawan,Negative
Apabila sudah berdaftar nanti ia akan memudahkan pengurusan PDK untuk melatih orang kurang upaya (OKU) di dalam komuniti setempat,daftar pdk latih upaya oku komuniti,Negative
"Di samping itu juga, bagaimana dengan pengagihan telefon bimbit YES tersebut, adakah perlu dihentikan juga",samping agih telefon bimbit henti,Positive
"Kalau mereka adalah anggota parti, sama ada mereka pegang jawatan atau tidak, kami akan serahkan kepada lembaga disiplin",pegang jawat serah lembaga disiplin,Negative
"Jangan stres, kalau kita buat cara betul, kalau kita tinggalkan benda tak baik, kita boleh stres",stres tinggal benda stres,Negative
Rakyat sekarang tidak bodoh nak kena tipu dengan janji-janji mereka,bodoh tipu janji,Negative
Semua kelulusan perlu melalui jawatankuasa pelaburan pengurusan bagi mendapatkan sokongan sebelum dikemukakan kepada Panel Pelaburan bagi kelulusan akhir,kelulus sokong muka panel kelulus,Positive
"Selaku Ketua Koordinator AMK Kelantan, saya beri jaminan kami akan berlapang dada dan menerima apa juga keputusan yang akan diambil pucuk pimpinan berhubung hasrat ini",koordinator amk lantan jamin lapang dada terima putus ambil pucuk pimpin hubung hasrat,Positive
Nampaknya semua senyap sahaja,nampaknya senyap,Positive
"Ada kajian mendapati, Cameron Highlands kini menyumbang kira-kira RM5 bilion kepada KDNK",kaji cameron highlands sumbang rm kdnk,Positive
"jika RM250 itu diberikan dalam bentuk baucar buku, ia meninggalkan implikasi yang baik terutama kepada industri dan penggiat buku",rm bentuk baucar buku tinggal implikasi giat buku,Negative
"Walaupun wanita memberi sumbangan besar kepada keluarga dan komoditi, wanita mempunyai kurang pemerkasaan ekonomi, kurang pendapatan dan kurang mandiri",sumbang keluarga komoditi perkasa mandiri,Positive
Tiada sebab untuk JPPM melewatkan pendaftaran PH.,jppm daftar,Positive
"Keseluruhan peruntukan ini bukan untuk sekolah baharu saja, tapi juga untuk membina bangunan baharu, tambah bilik darjah dan sebagainya",sekolah bina bangun bilik darjah,Positive
Apakah kerja Jasa.,jasa,Positive
Etika kami adalah memastikan maklumat yang diberi adalah tepat dan ini mengambil masa untuk didapati,etika ambil,Negative
Mantra 'Malaysia akan bankrap” dicanangkan selama bertahun-tahun tetapi apa yang berlaku sebenarnya adalah pertumbuhan ekonomi bertambah kukuh,mantra bankrap canang laku tumbuh,Negative
TN50 sebagai satu hala tuju yang membolehkan kita melonjak ke arah mencapai matlamat ‘Top 20 Nations’ di dunia kelak,hala tuju lonjak arah capai matlamat nations kelak,Negative
"Bagi saya, mungkin penulisnya berlebih-lebihan dalam kenyataan ini",tulis nyata,Negative
Kenyataan itu dibuat ekoran muncul klip audio yang tersebar melalui aplikasi WhatsApp yang mempunyai maklumat apa yang didakwa pembaziran melibatkan sepinggan kek hari jadi Datin Seri Rosmah Mansor ,nyata ekor muncul klip audio sebar aplikasi whatsapp dakwa pembaziran libat pinggan kek datin rosmah mansor,Negative
"Pengembangan dalam ekosistem keselamatan siber memerlukan organisasi bagi membangunkan daya ketahanan siber iaitu keupayaan untuk melawan, bertindak balas dan pulih daripada ancaman keselamatan siber bagi membentuk persekitaran untuk operasi maya yang mapan dan selamat",kembang ekosistem selamat siber organisasi bangun daya tahan siber upaya lawan tindak balas pulih ancam selamat siber bentuk maya mapan selamat,Negative
"Kenyataan yang dikeluarkan Timbalan Pengerusi PH Sabah, Stephen Wong bukanlah sebahagian daripada sidang akhbar rasmi dengan Muhyiddin",nyata timbal stephen rasmi muhyiddin,Negative
"Bagi pihak kerajaan dan rakyat Malaysia, Saya mengutuk sekeras-kerasnya tindakan  (serangan peluru berpandu oleh puak Houthi Yaman ke atas  bandar-bandar di Arab Saudi).",raja kutuk keras tindak serang peluru pandu puak houthi yaman arab saudi,Negative
"Lima kali tewas, calon Bebas guna logo pen tak serik",tewas calon bebas logo pen serik,Negative
Hal ini kerana ada kemungkinan besar penyokong Pas akan mengundi Harapan.,rana sokong pas undi harap,Negative
Kita juga perlu pastikan Dun Jeram dan Bukit Melawati kita kekalkan selain merampas semula Dun Ijok.,dun jeram bukit lawat rampas dun ijok,Positive
"Melalui medium ini, gabungan LGBT ini mula berhubung dan berkembang",medium gabung lgbt hubung kembang,Negative
"Sebenarnya, pembayaran dividen KWSP ini meningkat secara beransur-ansur sejak beberapa tahun kebelakangan ini dan bukan hanya pada tahun ini",bayar dividen kwsp tingkat beransur-ansur,Negative
Dia pun tak kacau sama mereka,kacau,Negative
Pandan letak kucing pun tak ada masalah mesti menang sebab parlimen ini kerusi kuat PKR.,pandan letak kucing mesti menang kerusi kuat pkr,Negative
pemilik alamat-alamat tersebut juga tidak mengetahui dan mengenali individu-individu yang dinyatakan itu,milik alamat nali individu nyata,Negative
Kita tidak mampu untuk bergerak sendirian kerana kita memerlukan sokongan masyarakat setempat bagi memastikan isu seperti ini dapat ditangani,gerak rana sokong tangan,Negative
Dan bulan itu sebagai pengacau untuk menarik undi Pakatan Harapan.,acau tarik undi pakat harap,Negative
Tidak ada maknanya kita bertindak selepas sesuatu kejadian berlaku. ,makna tindak laku,Negative
"Tetapi nampaknya sehingga kini semuanya masih berjalan seperti biasa, atau business as usual",nampaknya business usual,Positive
"Ia bukan lagi Umno, ia adalah parti Najib, dia telah merampasnya",rampas,Negative
Dengan pertambahan pendapatan yang begitu besar apa perlunya cukai tambahan seperti GST,cukai gst,Negative
"Justeru, kita perlu bekerjasama dalam satu keluarga dan satu pasukan, Insya-Allah apa yang diharap akan menjadi kenyataan",justeru bekerjasama keluarga pasu insya-allah harap nyata,Positive
"Mereka mahukan infrastruktur lebih baik supaya boleh tingkatkan produktiviti, bekalan air yang baik dan perkhidmatan pengangkutan",mahukan infrastruktur tingkat produktiviti bekal khidmat angkut,Positive
"Jadi, adalah lebih baik kita dapatkan maklumat yang betul sebelum kita menentang",,Positive
"Bagaimanapun, dengan ketekunan, proses pelaburan yang mantap dan kompeten serta pengurus yang profesional, KWSP mampu memperoleh pulangan pelaburan yang baik",tekun mantap kompeten profesional kwsp pulang,Positive
Itu yang terjadi apabila seseorang yang ambil dadah campuran ini yang mana mempunyai dos yang sangat tinggi lalu menyebabkan mereka berkelakuan berbeza daripada orang lain dan di luar jangkaan,ambil dadah campur dos laku berbeza jangka,Negative
"Tapi berlaku salah faham… bila sebut ketum  sahaja, ingat minum ketum.",laku salah faham tum minum tum,Negative
Kerajaan prihatin dengan keadaan mereka. ,raja prihatin,Positive
"Tetapi dalam tempoh tujuh tahun, baru nampak peningkatan itu",tujuh nampak tingkat,Negative
Ia merupakan satu keghairahan buat diri saya.,rupa keghairahan,Positive
Dan perkara ini masih lagi di dalam siasatan.,siasat,Negative
"Bagi saya, orang tua yang sudah berkuasa lebih 22 tahun sepatutnya masuk pondok, mengaji kitab, zikir banyak-banyak, bertaubat mohon maaf kepada manusia atas kesilapan yang lalu",tua patut masuk pondok aji kitab zikir taubat mohon maaf manusia silap,Negative
Memang jelas Umno guna retorik semangat perkauman sehingga ke tahap menjejaskan hubungan dengan etnik lain. ,retorik semangat kaum jejas hubung etnik,Negative
